23544,mexican,lime juice
23544,mexican,fine salt
23544,mexican,corn tortillas
23544,mexican,chicken stock
23544,mexican,spinach
23544,mexican,water
23544,mexican,jalapeno chilies
23544,mexican,garlic cloves
23544,mexican,ground cinnamon
23544,mexican,habanero chile
23544,mexican,ricotta salata
23544,mexican,vegetable oil
23544,mexican,chopped cilantro
35978,irish,buttermilk
35978,irish,whole wheat flour
35978,irish,bread flour
35978,irish,rolled oats
35978,irish,salt
35978,irish,baking soda
44626,greek,cooking spray
44626,greek,dried oregano
44626,greek,dried thyme
44626,greek,lemon wedge
44626,greek,black pepper
44626,greek,tuna steaks
44626,greek,olive oil
44626,greek,salt
28449,italian,large garlic cloves
28449,italian,oil
28449,italian,black pepper
28449,italian,bacon
28449,italian,spaghetti
28449,italian,grated parmesan cheese
28449,italian,salt
28449,italian,heavy cream
28449,italian,onions
19847,southern_us,tomatoes
19847,southern_us,bottled clam juice
19847,southern_us,shrimp
19847,southern_us,celery ribs
19847,southern_us,andouille sausage
19847,southern_us,garlic
19847,southern_us,onions
19847,southern_us,chicken stock
19847,southern_us,baby lima beans
19847,southern_us,cayenne pepper
19847,southern_us,green bell pepper
19847,southern_us,extra-virgin olive oil
19847,southern_us,flat leaf parsley
43789,moroccan,honey
43789,moroccan,granulated sugar
43789,moroccan,all-purpose flour
43789,moroccan,orange zest
43789,moroccan,figs
43789,moroccan,large egg yolks
43789,moroccan,heavy cream
43789,moroccan,ground cardamom
43789,moroccan,water
43789,moroccan,unsalted butter
43789,moroccan,salt
43789,moroccan,confectioners sugar
43789,moroccan,sesame seeds
43789,moroccan,cinnamon
43789,moroccan,orange flower water
25820,italian,melon
25820,italian,prosciutto
20,italian,lemon zest
20,italian,fresh lemon juice
20,italian,mayonaise
20,italian,salt
20,italian,heavy cream
20,italian,olive oil
20,italian,garlic cloves
29365,moroccan,boiling water
29365,moroccan,green tea
29365,moroccan,mint leaves
13034,greek,frozen chopped spinach
13034,greek,feta cheese
13034,greek,onions
13034,greek,cottage cheese
13034,greek,butter
13034,greek,phyllo dough
13034,greek,large eggs
13034,greek,pepper
13034,greek,salt
49082,spanish,water
49082,spanish,cooking spray
49082,spanish,salt
49082,spanish,fresh parsley
49082,spanish,ground black pepper
49082,spanish,paprika
49082,spanish,garlic cloves
49082,spanish,olive oil
49082,spanish,red wine vinegar
49082,spanish,blanched almonds
49082,spanish,plum tomatoes
49082,spanish,jumbo shrimp
49082,spanish,french bread
49082,spanish,crushed red pepper
49082,spanish,ancho chile pepper
36362,southern_us,jasmine rice
36362,southern_us,double smoked bacon
36362,southern_us,salt
36362,southern_us,water
36362,southern_us,red pepper flakes
36362,southern_us,shrimp
36362,southern_us,unsalted butter
36362,southern_us,garlic
36362,southern_us,flat leaf parsley
36362,southern_us,pepper
36362,southern_us,fresh thyme
36362,southern_us,okra
49164,southern_us,crushed red pepper flakes
49164,southern_us,bay leaf
49164,southern_us,pepper
49164,southern_us,salt pork
49164,southern_us,garlic
49164,southern_us,onions
49164,southern_us,black-eyed peas
49164,southern_us,rice
19699,thai,brown sugar
19699,thai,large eggs
19699,thai,salted roast peanuts
19699,thai,fresh lime juice
19699,thai,fresh cilantro
19699,thai,sesame oil
19699,thai,garlic cloves
19699,thai,soy sauce
19699,thai,shredded carrots
19699,thai,scallions
19699,thai,Sriracha
19699,thai,rice noodles
19699,thai,beansprouts
11267,mexican,garlic cloves
11267,mexican,flaked
11267,mexican,dried oregano
11267,mexican,cherry tomatoes
11267,mexican,chicken thighs
11267,mexican,Hellmann''s Light Mayonnaise
30993,southern_us,water
30993,southern_us,cooking spray
30993,southern_us,balsamic vinegar
30993,southern_us,purple onion
30993,southern_us,chop fine pecan
30993,southern_us,peeled fresh ginger
30993,southern_us,bacon
30993,southern_us,ground pecans
30993,southern_us,brown sugar
30993,southern_us,pork tenderloin
30993,southern_us,vegetable oil
30993,southern_us,cracked black pepper
30993,southern_us,large egg whites
30993,southern_us,sweet potatoes
30993,southern_us,butter
30993,southern_us,all-purpose flour
4004,indian,tomatoes
4004,indian,pepper
4004,indian,chicken breasts
4004,indian,salt
4004,indian,cider vinegar
4004,indian,olive oil
4004,indian,ginger
4004,indian,onions
4004,indian,tomato purée
4004,indian,lime
4004,indian,red pepper
4004,indian,green chilies
4004,indian,tandoori spices
4004,indian,garam masala
4004,indian,garlic
4004,indian,coriander
4462,vietnamese,chicken broth
4462,vietnamese,chicken bones
4462,vietnamese,garlic
4462,vietnamese,fresh lime juice
4462,vietnamese,sugar
4462,vietnamese,sesame oil
4462,vietnamese,scallions
4462,vietnamese,chicken
4462,vietnamese,fish sauce
4462,vietnamese,fresh ginger
4462,vietnamese,cilantro leaves
4462,vietnamese,truffle salt
4462,vietnamese,bean threads
4462,vietnamese,soy sauce
4462,vietnamese,Tabasco Pepper Sauce
4462,vietnamese,carrots
46735,southern_us,milk
46735,southern_us,baking powder
46735,southern_us,all-purpose flour
46735,southern_us,ground black pepper
46735,southern_us,buttermilk
46735,southern_us,seasoning salt
46735,southern_us,vegetable shortening
46735,southern_us,sausages
46735,southern_us,melted butter
46735,southern_us,soda
46735,southern_us,salt
23626,japanese,salt
23626,japanese,short-grain rice
23626,japanese,cold water
23626,japanese,rice vinegar
23626,japanese,granulated sugar
5269,filipino,simple syrup
5269,filipino,water
5269,filipino,ice
5269,filipino,granulated sugar
5269,filipino,calamansi juice
23050,italian,part-skim mozzarella cheese
23050,italian,low-fat pasta sauce
23050,italian,nonfat ricotta cheese
23050,italian,frozen chopped spinach
23050,italian,lasagna noodles
23050,italian,canadian bacon
23050,italian,vegetable oil cooking spray
23050,italian,grated parmesan cheese
23050,italian,onions
23050,italian,garlic powder
23050,italian,salt
23050,italian,italian seasoning
1407,italian,whole milk ricotta cheese
1407,italian,grated lemon peel
1407,italian,onions
1407,italian,sugar pea
1407,italian,fresh basil leaves
1407,italian,extra-virgin olive oil
1407,italian,orecchiette
19365,chinese,soy sauce
19365,chinese,green onions
19365,chinese,fresh ginger
19365,chinese,toasted sesame oil
19365,chinese,water
19365,chinese,garlic
19365,chinese,hoisin sauce
19365,chinese,white sugar
41429,indian,melted butter
41429,indian,instant yeast
41429,indian,raisins
41429,indian,onions
41429,indian,honey
41429,indian,chili powder
41429,indian,salt
41429,indian,ground cumin
41429,indian,ground cinnamon
41429,indian,fresh ginger root
41429,indian,butter
41429,indian,ground coriander
41429,indian,water
41429,indian,flaked coconut
41429,indian,garlic
41429,indian,bread flour
23705,greek,fresh basil
23705,greek,eggplant
23705,greek,garlic cloves
23705,greek,pepper
23705,greek,salt
23705,greek,grape tomatoes
23705,greek,balsamic vinegar
23705,greek,feta cheese crumbles
23705,greek,pizza shells
23705,greek,Mazola Canola Oil
44125,italian,pecorino cheese
44125,italian,stewed tomatoes
44125,italian,garlic cloves
44125,italian,large eggs
44125,italian,squid
44125,italian,bread crumb fresh
44125,italian,fine sea salt
44125,italian,fresh basil leaves
44125,italian,black pepper
44125,italian,extra-virgin olive oil
44125,italian,flat leaf parsley
10310,italian,minced garlic
10310,italian,flour
10310,italian,poultry seasoning
10310,italian,chicken
10310,italian,milk
10310,italian,butter
10310,italian,oven-ready lasagna noodles
10310,italian,water
10310,italian,swiss cheese
10310,italian,fresh herbs
10310,italian,seasoned bread crumbs
10310,italian,parmesan cheese
10310,italian,salt
10310,italian,frozen peas
28670,french,foie gras
28670,french,white sandwich bread
28670,french,black truffles
28670,french,whipping cream
28670,french,fresh tarragon
28670,french,large eggs
28670,french,flat leaf parsley
25221,southern_us,green bell pepper
25221,southern_us,green onions
25221,southern_us,onions
25221,southern_us,garlic powder
25221,southern_us,bacon
25221,southern_us,seasoning salt
25221,southern_us,butter
25221,southern_us,large shrimp
25221,southern_us,chicken stock
25221,southern_us,ground black pepper
25221,southern_us,all-purpose flour
36167,japanese,caster sugar
36167,japanese,soba noodles
36167,japanese,low sodium soy sauce
36167,japanese,prawns
36167,japanese,mirin
36167,japanese,lemon juice
36167,japanese,red chili peppers
36167,japanese,broccoli
10303,southern_us,peas
10303,southern_us,ground beef
10303,southern_us,pepper
10303,southern_us,"whole kernel corn, drain"
10303,southern_us,potatoes
10303,southern_us,cream of mushroom soup
10303,southern_us,salt
11037,cajun_creole,jalapeno chilies
11037,cajun_creole,creole seasoning
11037,cajun_creole,green bell pepper
11037,cajun_creole,whipping cream
11037,cajun_creole,onions
11037,cajun_creole,fresh corn
11037,cajun_creole,butter
11037,cajun_creole,red bell pepper
11037,cajun_creole,crawfish
11037,cajun_creole,salt
44126,french,water
44126,french,part-skim mozzarella cheese
44126,french,garlic cloves
44126,french,italian seasoning
44126,french,tomatoes
44126,french,olive oil
44126,french,french bread
44126,french,red bell pepper
44126,french,yellow squash
44126,french,zucchini
44126,french,lemon juice
44126,french,pepper
44126,french,eggplant
44126,french,balsamic vinegar
44126,french,dried rosemary
45271,italian,beans
45271,italian,red wine vinegar
45271,italian,garlic cloves
45271,italian,cannellini beans
45271,italian,tomatoes with juice
45271,italian,polenta
45271,italian,"red kidnei beans, rins and drain"
45271,italian,chili powder
45271,italian,green chilies
45271,italian,ground cumin
45271,italian,olive oil
45271,italian,butter
45271,italian,onions
1275,french,pearl onions
1275,french,mushrooms
1275,french,warm water
1275,french,asparagus
1275,french,lemon
1275,french,kosher salt
1275,french,unsalted butter
1275,french,chicken
1275,french,olive oil
1275,french,dry white wine
46265,italian,zucchini
46265,italian,salt
46265,italian,barilla
46265,italian,green onions
46265,italian,plum tomatoes
46265,italian,parmigiano reggiano cheese
46265,italian,freshly ground pepper
46265,italian,asparagus
46265,italian,extra-virgin olive oil
26856,greek,feta cheese
26856,greek,salt
26856,greek,minced garlic
26856,greek,lemon
26856,greek,fresh tomatoes
26856,greek,flour tortillas
26856,greek,fresh parsley
26856,greek,olive oil
26856,greek,chicken tenderloin
921,southern_us,water
921,southern_us,grits
921,southern_us,garlic
921,southern_us,mozzarella cheese
921,southern_us,salt
921,southern_us,milk
38263,french,potatoes
38263,french,beer
38263,french,onions
38263,french,beef
38263,french,all-purpose flour
38263,french,chopped parsley
38263,french,unsalted butter
38263,french,salt
38263,french,carrots
38263,french,dried thyme
38263,french,bay leaves
38263,french,freshly ground pepper
4314,mexican,tamarind
4314,mexican,large shrimp
31323,southern_us,kosher salt
31323,southern_us,parmigiano reggiano cheese
31323,southern_us,chili powder
31323,southern_us,old bay seasoning
31323,southern_us,garlic
31323,southern_us,dried parsley
31323,southern_us,ground black pepper
31323,southern_us,green onions
31323,southern_us,butter
31323,southern_us,bacon
31323,southern_us,grit quick
31323,southern_us,water
31323,southern_us,flour
31323,southern_us,onion powder
31323,southern_us,heavy cream
31323,southern_us,cayenne pepper
31323,southern_us,granulated garlic
31323,southern_us,lemon pepper seasoning
31323,southern_us,shallots
31323,southern_us,lemon
31323,southern_us,extra-virgin olive oil
31323,southern_us,shrimp
9649,mexican,tomato paste
9649,mexican,Mexican cheese blend
9649,mexican,frozen corn
9649,mexican,chicken
9649,mexican,pepper
9649,mexican,chili powder
9649,mexican,chopped cilantro
9649,mexican,black beans
9649,mexican,poblano peppers
9649,mexican,salsa
9649,mexican,quinoa
9649,mexican,salt
9649,mexican,cumin
6119,vietnamese,chiles
6119,vietnamese,garlic
6119,vietnamese,leaves
6119,vietnamese,onions
6119,vietnamese,sugar
6119,vietnamese,oil
6119,vietnamese,fish sauce
6119,vietnamese,beef
12666,mexican,taco seasoning mix
12666,mexican,sour cream
12666,mexican,tex-mex shredded cheese
12666,mexican,boneless skinless chicken breasts
12666,mexican,red potato
12666,mexican,salsa
29131,chinese,sugar
29131,chinese,green onions
29131,chinese,vegetable oil
29131,chinese,freshly ground pepper
29131,chinese,fresh ginger
29131,chinese,sesame oil
29131,chinese,vegetable broth
29131,chinese,coarse kosher salt
29131,chinese,jasmine rice
29131,chinese,fresh shiitake mushrooms
29131,chinese,red wine vinegar
29131,chinese,corn starch
29131,chinese,low sodium soy sauce
29131,chinese,broccoli rabe
29131,chinese,Asian chili sauce
29131,chinese,firm tofu
35682,indian,whole wheat flour
35682,indian,all-purpose flour
35682,indian,water
35682,indian,yoghurt
35682,indian,chopped cilantro
35682,indian,baking soda
35682,indian,oil
35682,indian,sesame seeds
35682,indian,salt
35682,indian,ghee
27060,italian,extra-virgin olive oil
27060,italian,prosciutto
27060,italian,parmigiano reggiano cheese
27060,italian,penne
27060,italian,fresh basil leaves
19325,chinese,fresh ginger
19325,chinese,rice vinegar
19325,chinese,low sodium soy sauce
19325,chinese,crushed red pepper flakes
19325,chinese,corn starch
19325,chinese,hoisin sauce
19325,chinese,bone-in chicken breasts
19325,chinese,honey
19325,chinese,garlic
19325,chinese,onions
45936,italian,eggs
45936,italian,lasagna noodles
45936,italian,nonfat ricotta cheese
45936,italian,pepper
45936,italian,salt
45936,italian,tomato sauce
45936,italian,grated parmesan cheese
45936,italian,part-skim mozzarella cheese
45936,italian,(10 oz.) frozen chopped spinach
35476,cajun_creole,sweet pickle relish
35476,cajun_creole,creole seasoning
35476,cajun_creole,hot dog bun
35476,cajun_creole,yellow peppers
35476,cajun_creole,andouille sausage
35476,cajun_creole,celery
35476,cajun_creole,purple onion
7665,french,salt
7665,french,unsalted butter
7665,french,large eggs
7665,french,water
7665,french,all-purpose flour
3771,cajun_creole,small red beans
3771,cajun_creole,bacon
3771,cajun_creole,purple onion
3771,cajun_creole,cooked rice
3771,cajun_creole,Sriracha
3771,cajun_creole,garlic
3771,cajun_creole,smoked ham hocks
3771,cajun_creole,pepper
3771,cajun_creole,stout
3771,cajun_creole,salt
3771,cajun_creole,chicken broth
3771,cajun_creole,olive oil
3771,cajun_creole,brats
3771,cajun_creole,green pepper
22672,cajun_creole,paprika
22672,cajun_creole,center cut pork chops
22672,cajun_creole,ground black pepper
22672,cajun_creole,cayenne pepper
22672,cajun_creole,extra-virgin olive oil
22672,cajun_creole,ground cumin
22672,cajun_creole,dried sage
22672,cajun_creole,garlic salt
34230,indian,fresh coriander
34230,indian,coriander powder
34230,indian,cinnamon
34230,indian,oil
34230,indian,ground turmeric
34230,indian,red chili peppers
34230,indian,garam masala
34230,indian,chili powder
34230,indian,cumin seed
34230,indian,onions
34230,indian,fenugreek leaves
34230,indian,fresh ginger
34230,indian,sweet potatoes
34230,indian,green cardamom
34230,indian,bay leaf
34230,indian,tomatoes
34230,indian,water
34230,indian,pumpkin
34230,indian,salt
34230,indian,carrots
34230,indian,ground cumin
1326,indian,fennel seeds
1326,indian,ground red pepper
1326,indian,english cucumber
1326,indian,coriander seeds
1326,indian,grated lemon zest
1326,indian,greek yogurt
1326,indian,black pepper
1326,indian,salt
1326,indian,garlic cloves
1326,indian,pork tenderloin
1326,indian,cumin seed
1326,indian,canola oil
23111,vietnamese,soy sauce
23111,vietnamese,rice
23111,vietnamese,onions
23111,vietnamese,salt
23111,vietnamese,garlic cloves
23111,vietnamese,vinegar
23111,vietnamese,oil
23111,vietnamese,eggs
23111,vietnamese,chili sauce
23111,vietnamese,celery
45769,italian,ground black pepper
45769,italian,salt
45769,italian,round loaf
45769,italian,dried sage
45769,italian,mushrooms
45769,italian,chopped fresh sage
45769,italian,fontina
45769,italian,butter
34590,southern_us,ground black pepper
34590,southern_us,salt
34590,southern_us,fresh dill
34590,southern_us,vegetable oil
34590,southern_us,garlic cloves
34590,southern_us,catfish fillets
34590,southern_us,green onions
34590,southern_us,rice vinegar
34590,southern_us,honey
34590,southern_us,non-fat sour cream
34590,southern_us,fresh parsley leaves
2922,mexican,taco seasoning mix
2922,mexican,shredded cheddar cheese
2922,mexican,lean ground beef
2922,mexican,tomato sauce
2922,mexican,lasagna noodles
2922,mexican,water
2922,mexican,tortilla chips
41507,mexican,taco seasoning mix
41507,mexican,green onions
41507,mexican,tortilla chips
41507,mexican,shredded cheddar cheese
41507,mexican,sliced black olives
41507,mexican,garlic
41507,mexican,tomatoes
41507,mexican,ground black pepper
41507,mexican,crushed red pepper flakes
41507,mexican,ground turkey
41507,mexican,refried beans
41507,mexican,chopped fresh chives
41507,mexican,hot sauce
34795,mexican,salsa
34795,mexican,flour tortillas
34795,mexican,onions
34795,mexican,shredded cheddar cheese
34795,mexican,sour cream
34795,mexican,cilantro
34795,mexican,boneless skinless chicken breast halves
33253,mexican,chicken broth
33253,mexican,salt
33253,mexican,minced garlic
33253,mexican,chopped cilantro fresh
33253,mexican,tomato sauce
33253,mexican,long-grain rice
33253,mexican,vegetable oil
33253,mexican,cumin
43865,italian,grated parmesan cheese
43865,italian,fettucine
43865,italian,shrimp
43865,italian,green peas
43865,italian,milk
43865,italian,soup mix
6934,mexican,garlic powder
6934,mexican,onions
6934,mexican,pepper
6934,mexican,green onions
6934,mexican,tomatoes
6934,mexican,jalapeno chilies
6934,mexican,fresh cilantro
6934,mexican,salt
14787,french,olive oil
14787,french,yellow onion
14787,french,chicken stock
14787,french,russet potatoes
45930,moroccan,black pepper
45930,moroccan,chicken breast halves
45930,moroccan,chopped onion
45930,moroccan,fresh parsley
45930,moroccan,ground ginger
45930,moroccan,fresh cilantro
45930,moroccan,salt
45930,moroccan,fresh lemon juice
45930,moroccan,reduced sodium chicken broth
45930,moroccan,cinnamon
45930,moroccan,garlic cloves
45930,moroccan,green olives
45930,moroccan,olive oil
45930,moroccan,grated lemon zest
45930,moroccan,chicken leg quarters
7398,chinese,soy sauce
7398,chinese,scallions
7398,chinese,chicken broth
7398,chinese,ginger
7398,chinese,cold water
7398,chinese,pepper
7398,chinese,corn starch
7398,chinese,eggs
7398,chinese,salt
6838,filipino,celery ribs
