9413,mexican
id,cuisine
12097,cajun_creole
id,cuisine
8416,indian
id,cuisine
5892,italian
id,cuisine
676,southern_us
id,cuisine
47015,chinese
id,cuisine
21891,italian
id,cuisine
14630,italian
id,cuisine
36195,japanese
id,cuisine
25981,mexican
id,cuisine
39964,italian
id,cuisine
28298,indian
id,cuisine
31954,vietnamese
id,cuisine
26620,mexican
id,cuisine
14932,southern_us
id,cuisine
47426,mexican
id,cuisine
1038,southern_us
id,cuisine
8077,southern_us
id,cuisine
37141,southern_us
id,cuisine
45447,french
id,cuisine
9624,mexican
id,cuisine
45589,southern_us
id,cuisine
7265,italian
id,cuisine
31844,southern_us
id,cuisine
13046,italian
id,cuisine
9867,italian
id,cuisine
29184,italian
id,cuisine
34783,italian
id,cuisine
2823,thai
id,cuisine
18932,mexican
id,cuisine
11112,mexican
id,cuisine
12859,thai
id,cuisine
9365,italian
id,cuisine
44516,southern_us
id,cuisine
18193,southern_us
id,cuisine
46545,italian
id,cuisine
9900,italian
id,cuisine
14815,mexican
id,cuisine
39690,italian
id,cuisine
22193,southern_us
id,cuisine
11739,french
id,cuisine
27311,chinese
id,cuisine
36920,indian
id,cuisine
7861,indian
id,cuisine
29248,mexican
id,cuisine
43142,mexican
id,cuisine
7574,mexican
id,cuisine
8610,mexican
id,cuisine
989,italian
id,cuisine
46926,mexican
id,cuisine
40816,mexican
id,cuisine
39726,vietnamese
id,cuisine
42229,southern_us
id,cuisine
10474,italian
id,cuisine
22140,mexican
id,cuisine
31985,indian
id,cuisine
46165,japanese
id,cuisine
20860,italian
id,cuisine
42494,italian
id,cuisine
15968,french
id,cuisine
20484,thai
id,cuisine
26661,mexican
id,cuisine
47182,mexican
id,cuisine
22528,french
id,cuisine
3861,thai
id,cuisine
1203,french
id,cuisine
45040,french
id,cuisine
33287,indian
id,cuisine
10097,chinese
id,cuisine
42005,southern_us
id,cuisine
12423,italian
id,cuisine
39613,mexican
id,cuisine
30276,southern_us
id,cuisine
18686,mexican
id,cuisine
3031,southern_us
id,cuisine
40093,italian
id,cuisine
182,italian
id,cuisine
46591,mexican
id,cuisine
4092,chinese
id,cuisine
13722,southern_us
id,cuisine
44575,italian
id,cuisine
14989,italian
id,cuisine
13270,southern_us
id,cuisine
25529,italian
id,cuisine
12140,indian
id,cuisine
23127,mexican
id,cuisine
13523,italian
id,cuisine
41270,italian
id,cuisine
8362,thai
id,cuisine
11735,mexican
id,cuisine
27935,italian
id,cuisine
28198,mexican
id,cuisine
37765,indian
id,cuisine
33856,italian
id,cuisine
30198,italian
id,cuisine
42521,italian
id,cuisine
21567,southern_us
id,cuisine
36995,mexican
id,cuisine
24967,thai
id,cuisine
45002,italian
id,cuisine
48925,southern_us
id,cuisine
36914,indian
id,cuisine
2280,southern_us
id,cuisine
14729,cajun_creole
id,cuisine
4594,italian
id,cuisine
2237,mexican
id,cuisine
45631,moroccan
id,cuisine
2317,chinese
id,cuisine
23079,mexican
id,cuisine
29333,japanese
id,cuisine
48066,southern_us
id,cuisine
15737,italian
id,cuisine
30580,italian
id,cuisine
1119,italian
id,cuisine
46336,moroccan
id,cuisine
5026,mexican
id,cuisine
10749,thai
id,cuisine
31020,cajun_creole
id,cuisine
30805,italian
id,cuisine
27653,italian
id,cuisine
35060,mexican
id,cuisine
39174,mexican
id,cuisine
49509,italian
id,cuisine
31784,italian
id,cuisine
31408,french
id,cuisine
36029,mexican
id,cuisine
11045,italian
id,cuisine
6561,mexican
id,cuisine
26992,filipino
id,cuisine
31179,southern_us
id,cuisine
35099,mexican
id,cuisine
11018,italian
id,cuisine
17930,mexican
id,cuisine
21302,italian
id,cuisine
46352,italian
id,cuisine
25132,mexican
id,cuisine
7010,mexican
id,cuisine
25850,southern_us
id,cuisine
19601,mexican
id,cuisine
7935,italian
id,cuisine
34994,chinese
id,cuisine
25113,italian
id,cuisine
45523,italian
id,cuisine
34977,southern_us
id,cuisine
7124,southern_us
id,cuisine
27514,greek
id,cuisine
27178,mexican
id,cuisine
47880,korean
id,cuisine
29197,french
id,cuisine
16347,mexican
id,cuisine
20333,mexican
id,cuisine
29112,chinese
id,cuisine
7510,italian
id,cuisine
13897,mexican
id,cuisine
35699,italian
id,cuisine
20520,mexican
id,cuisine
38920,mexican
id,cuisine
21775,indian
id,cuisine
37475,japanese
id,cuisine
40131,italian
id,cuisine
1939,mexican
id,cuisine
48268,mexican
id,cuisine
34815,italian
id,cuisine
13797,italian
id,cuisine
39063,chinese
id,cuisine
29064,chinese
id,cuisine
26896,italian
id,cuisine
29477,italian
id,cuisine
3352,irish
id,cuisine
4966,mexican
id,cuisine
7316,italian
id,cuisine
23879,mexican
id,cuisine
16525,italian
id,cuisine
32843,french
id,cuisine
39574,mexican
id,cuisine
32737,mexican
id,cuisine
44788,filipino
id,cuisine
28772,italian
id,cuisine
34189,mexican
id,cuisine
33719,southern_us
id,cuisine
25846,indian
id,cuisine
1423,indian
id,cuisine
4328,italian
id,cuisine
579,italian
id,cuisine
5219,indian
id,cuisine
2314,southern_us
id,cuisine
31143,moroccan
id,cuisine
13409,mexican
id,cuisine
3281,italian
id,cuisine
15804,thai
id,cuisine
40835,southern_us
id,cuisine
39262,korean
id,cuisine
37013,indian
id,cuisine
14807,indian
id,cuisine
47956,british
id,cuisine
2580,mexican
id,cuisine
13720,italian
id,cuisine
23008,japanese
id,cuisine
5951,indian
id,cuisine
39312,mexican
id,cuisine
6176,southern_us
id,cuisine
17617,mexican
id,cuisine
57,mexican
id,cuisine
43422,indian
id,cuisine
49403,southern_us
id,cuisine
44751,southern_us
id,cuisine
21865,mexican
id,cuisine
26584,mexican
id,cuisine
39355,korean
id,cuisine
14038,mexican
id,cuisine
45396,mexican
id,cuisine
49715,mexican
id,cuisine
41515,thai
id,cuisine
30445,italian
id,cuisine
4090,mexican
id,cuisine
17207,thai
id,cuisine
40376,italian
id,cuisine
19398,mexican
id,cuisine
22347,mexican
id,cuisine
49671,mexican
id,cuisine
40854,italian
id,cuisine
926,indian
id,cuisine
47919,mexican
id,cuisine
20571,italian
id,cuisine
18866,southern_us
id,cuisine
48742,mexican
id,cuisine
14577,italian
id,cuisine
29481,italian
id,cuisine
40996,italian
id,cuisine
34470,indian
id,cuisine
31147,mexican
id,cuisine
35932,italian
id,cuisine
27221,italian
id,cuisine
48301,italian
id,cuisine
29925,chinese
id,cuisine
48640,thai
id,cuisine
22873,southern_us
id,cuisine
10565,southern_us
id,cuisine
15509,italian
id,cuisine
37569,southern_us
id,cuisine
13306,chinese
id,cuisine
40474,italian
id,cuisine
15182,indian
id,cuisine
8609,chinese
id,cuisine
32168,korean
id,cuisine
1125,mexican
id,cuisine
25244,italian
id,cuisine
46889,chinese
id,cuisine
13841,thai
id,cuisine
47135,indian
id,cuisine
29036,indian
id,cuisine
43533,japanese
id,cuisine
41631,southern_us
id,cuisine
22124,french
id,cuisine
18836,cajun_creole
id,cuisine
35695,french
id,cuisine
5141,indian
id,cuisine
41894,italian
id,cuisine
4972,italian
id,cuisine
34195,thai
id,cuisine
14183,italian
id,cuisine
15188,japanese
id,cuisine
8734,italian
id,cuisine
30946,mexican
id,cuisine
5588,southern_us
id,cuisine
49554,southern_us
id,cuisine
1270,indian
id,cuisine
1259,vietnamese
id,cuisine
45986,greek
id,cuisine
22351,southern_us
id,cuisine
300,mexican
id,cuisine
9278,southern_us
id,cuisine
10021,indian
id,cuisine
17014,italian
id,cuisine
40855,italian
id,cuisine
18362,chinese
id,cuisine
16292,chinese
id,cuisine
29924,indian
id,cuisine
47174,mexican
id,cuisine
4856,italian
id,cuisine
15417,italian
id,cuisine
19875,southern_us
id,cuisine
42228,indian
id,cuisine
36264,mexican
id,cuisine
14571,southern_us
id,cuisine
23496,chinese
id,cuisine
43879,mexican
id,cuisine
23431,indian
id,cuisine
5499,italian
id,cuisine
247,mexican
id,cuisine
48795,indian
id,cuisine
47113,italian
id,cuisine
489,mexican
id,cuisine
13036,japanese
id,cuisine
4838,italian
id,cuisine
40630,indian
id,cuisine
17576,italian
id,cuisine
29972,indian
id,cuisine
8123,indian
id,cuisine
35918,mexican
id,cuisine
42669,southern_us
id,cuisine
24632,mexican
id,cuisine
35740,mexican
id,cuisine
45670,italian
id,cuisine
28041,chinese
id,cuisine
46688,japanese
id,cuisine
10309,thai
id,cuisine
15367,indian
id,cuisine
30562,southern_us
id,cuisine
47151,moroccan
id,cuisine
47300,thai
id,cuisine
31200,mexican
id,cuisine
5749,southern_us
id,cuisine
41807,italian
id,cuisine
13990,mexican
id,cuisine
23572,italian
id,cuisine
872,southern_us
id,cuisine
38085,chinese
id,cuisine
5248,japanese
id,cuisine
26309,brazilian
id,cuisine
26880,mexican
id,cuisine
41559,mexican
id,cuisine
8059,mexican
id,cuisine
26041,thai
id,cuisine
30019,indian
id,cuisine
7207,indian
id,cuisine
30309,italian
id,cuisine
2092,french
id,cuisine
8023,chinese
id,cuisine
4016,mexican
id,cuisine
24631,italian
id,cuisine
35068,southern_us
id,cuisine
8523,mexican
id,cuisine
28463,italian
id,cuisine
8629,italian
id,cuisine
43829,italian
id,cuisine
22129,russian
id,cuisine
34505,chinese
id,cuisine
38200,chinese
id,cuisine
36513,japanese
id,cuisine
32187,italian
id,cuisine
7788,southern_us
id,cuisine
31130,filipino
id,cuisine
40483,southern_us
id,cuisine
2224,southern_us
id,cuisine
14143,japanese
id,cuisine
22889,mexican
id,cuisine
17406,chinese
id,cuisine
10451,mexican
id,cuisine
19844,italian
id,cuisine
23416,italian
id,cuisine
33874,italian
id,cuisine
39951,italian
id,cuisine
41361,mexican
id,cuisine
44659,indian
id,cuisine
8836,french
id,cuisine
21709,indian
id,cuisine
22993,mexican
id,cuisine
39191,southern_us
id,cuisine
17182,mexican
id,cuisine
20507,korean
id,cuisine
42397,italian
id,cuisine
18897,italian
id,cuisine
3797,thai
id,cuisine
11041,brazilian
id,cuisine
807,chinese
id,cuisine
3514,italian
id,cuisine
12936,korean
id,cuisine
15050,southern_us
id,cuisine
43377,italian
id,cuisine
10471,chinese
id,cuisine
30721,mexican
id,cuisine
14333,indian
id,cuisine
6260,chinese
id,cuisine
7712,southern_us
id,cuisine
19048,southern_us
id,cuisine
21455,mexican
id,cuisine
18575,cajun_creole
id,cuisine
47647,southern_us
id,cuisine
35947,mexican
id,cuisine
14499,italian
id,cuisine
43525,chinese
id,cuisine
5723,italian
id,cuisine
48497,italian
id,cuisine
43822,french
id,cuisine
525,italian
id,cuisine
30594,mexican
id,cuisine
47948,southern_us
id,cuisine
2099,indian
id,cuisine
43863,mexican
id,cuisine
24711,mexican
id,cuisine
15230,indian
id,cuisine
21680,indian
id,cuisine
36218,mexican
id,cuisine
41622,chinese
id,cuisine
34809,italian
id,cuisine
5110,italian
id,cuisine
27214,italian
id,cuisine
34803,italian
id,cuisine
36822,indian
id,cuisine
6912,indian
id,cuisine
20373,italian
id,cuisine
29157,italian
id,cuisine
6327,mexican
id,cuisine
35502,mexican
id,cuisine
8305,indian
id,cuisine
35598,cajun_creole
id,cuisine
48538,indian
id,cuisine
49358,indian
id,cuisine
44506,mexican
id,cuisine
39146,indian
id,cuisine
29270,italian
id,cuisine
20560,mexican
id,cuisine
24169,southern_us
id,cuisine
41537,italian
id,cuisine
10431,italian
id,cuisine
31517,thai
id,cuisine
34049,chinese
id,cuisine
26964,mexican
id,cuisine
49655,italian
id,cuisine
9101,southern_us
id,cuisine
30377,italian
id,cuisine
7046,indian
id,cuisine
47969,mexican
id,cuisine
18971,southern_us
id,cuisine
38891,mexican
id,cuisine
29506,mexican
id,cuisine
40305,italian
id,cuisine
21255,southern_us
id,cuisine
15578,mexican
id,cuisine
24894,southern_us
id,cuisine
32089,chinese
id,cuisine
46097,filipino
id,cuisine
40982,italian
id,cuisine
12543,indian
id,cuisine
38366,southern_us
id,cuisine
32925,italian
id,cuisine
17506,mexican
id,cuisine
48389,southern_us
id,cuisine
41804,chinese
id,cuisine
9961,chinese
id,cuisine
24939,indian
id,cuisine
39599,italian
id,cuisine
45838,mexican
id,cuisine
48875,indian
id,cuisine
25531,chinese
id,cuisine
3009,italian
id,cuisine
31965,italian
id,cuisine
16901,italian
id,cuisine
13370,italian
id,cuisine
2954,thai
id,cuisine
40353,italian
id,cuisine
8207,jamaican
id,cuisine
10933,mexican
id,cuisine
38206,indian
id,cuisine
14110,mexican
id,cuisine
19128,italian
id,cuisine
32616,indian
id,cuisine
27748,mexican
id,cuisine
31858,italian
id,cuisine
20510,mexican
id,cuisine
17602,thai
id,cuisine
35665,japanese
id,cuisine
46589,indian
id,cuisine
8178,mexican
id,cuisine
34880,italian
id,cuisine
42527,mexican
id,cuisine
29682,irish
id,cuisine
32166,thai
id,cuisine
30343,mexican
id,cuisine
15385,cajun_creole
id,cuisine
18372,chinese
id,cuisine
29211,italian
id,cuisine
23269,chinese
id,cuisine
4561,mexican
id,cuisine
27365,mexican
id,cuisine
49032,japanese
id,cuisine
22064,italian
id,cuisine
12060,italian
id,cuisine
47834,southern_us
id,cuisine
25815,mexican
id,cuisine
34036,chinese
id,cuisine
19326,chinese
id,cuisine
44078,thai
id,cuisine
31090,italian
id,cuisine
17485,mexican
id,cuisine
708,irish
id,cuisine
5350,thai
id,cuisine
29754,italian
id,cuisine
18309,italian
id,cuisine
46871,mexican
id,cuisine
27300,southern_us
id,cuisine
41890,mexican
id,cuisine
49548,southern_us
id,cuisine
11392,italian
id,cuisine
1354,thai
id,cuisine
48819,southern_us
id,cuisine
19097,chinese
id,cuisine
42113,italian
id,cuisine
24060,italian
id,cuisine
25849,mexican
id,cuisine
4543,italian
id,cuisine
25306,southern_us
id,cuisine
41966,italian
id,cuisine
48719,mexican
id,cuisine
48191,thai
id,cuisine
8826,mexican
id,cuisine
42703,mexican
id,cuisine
16083,italian
id,cuisine
26613,french
id,cuisine
28088,italian
id,cuisine
39965,southern_us
id,cuisine
36239,italian
id,cuisine
4322,indian
id,cuisine
9951,italian
id,cuisine
3045,mexican
id,cuisine
28585,italian
id,cuisine
39841,italian
id,cuisine
25913,mexican
id,cuisine
39715,vietnamese
id,cuisine
23135,mexican
id,cuisine
47022,indian
id,cuisine
24160,mexican
id,cuisine
18619,italian
id,cuisine
12574,chinese
id,cuisine
22681,indian
id,cuisine
33692,cajun_creole
id,cuisine
538,mexican
id,cuisine
22118,italian
id,cuisine
21890,italian
id,cuisine
36340,italian
id,cuisine
27973,italian
id,cuisine
12870,mexican
id,cuisine
22564,chinese
id,cuisine
35063,southern_us
id,cuisine
7000,italian
id,cuisine
11318,mexican
id,cuisine
47001,italian
id,cuisine
11395,japanese
id,cuisine
23507,chinese
id,cuisine
47242,italian
id,cuisine
48957,italian
id,cuisine
17721,italian
id,cuisine
25138,italian
id,cuisine
47438,italian
id,cuisine
47162,french
id,cuisine
42459,greek
id,cuisine
6486,italian
id,cuisine
24116,indian
id,cuisine
31596,chinese
id,cuisine
38887,chinese
id,cuisine
10665,british
id,cuisine
13712,mexican
id,cuisine
2633,irish
id,cuisine
35784,mexican
id,cuisine
45204,italian
id,cuisine
46722,southern_us
id,cuisine
34949,french
id,cuisine
35321,chinese
id,cuisine
46430,southern_us
id,cuisine
34431,french
id,cuisine
30890,italian
id,cuisine
42132,southern_us
id,cuisine
15702,thai
id,cuisine
47719,italian
id,cuisine
45160,italian
id,cuisine
20600,brazilian
id,cuisine
10800,italian
id,cuisine
30479,italian
id,cuisine
9457,cajun_creole
id,cuisine
26571,thai
id,cuisine
42942,italian
id,cuisine
36635,mexican
id,cuisine
43617,chinese
id,cuisine
16911,mexican
id,cuisine
122,mexican
id,cuisine
22340,southern_us
id,cuisine
37007,italian
id,cuisine
23595,italian
id,cuisine
25233,italian
id,cuisine
5503,chinese
id,cuisine
47338,thai
id,cuisine
44695,indian
id,cuisine
7141,southern_us
id,cuisine
14564,italian
id,cuisine
19655,southern_us
id,cuisine
35326,indian
id,cuisine
35922,mexican
id,cuisine
28171,italian
id,cuisine
1322,italian
id,cuisine
14923,southern_us
id,cuisine
42344,italian
id,cuisine
16380,mexican
id,cuisine
15233,indian
id,cuisine
8338,chinese
id,cuisine
41014,italian
id,cuisine
30440,mexican
id,cuisine
23043,chinese
id,cuisine
20788,southern_us
id,cuisine
14375,southern_us
id,cuisine
1184,chinese
id,cuisine
34280,italian
id,cuisine
46171,cajun_creole
id,cuisine
31834,chinese
id,cuisine
14759,mexican
id,cuisine
15855,chinese
id,cuisine
6662,italian
id,cuisine
15056,indian
id,cuisine
34873,chinese
id,cuisine
20089,southern_us
id,cuisine
20015,mexican
id,cuisine
18402,italian
id,cuisine
6418,southern_us
id,cuisine
1454,chinese
id,cuisine
14070,indian
id,cuisine
26424,japanese
id,cuisine
27349,indian
id,cuisine
26459,thai
id,cuisine
13151,italian
id,cuisine
12264,italian
id,cuisine
18366,italian
id,cuisine
46851,indian
id,cuisine
18954,italian
id,cuisine
39858,chinese
id,cuisine
43500,british
id,cuisine
21656,italian
id,cuisine
10505,chinese
id,cuisine
5313,indian
id,cuisine
28951,japanese
id,cuisine
19961,indian
id,cuisine
1795,southern_us
id,cuisine
9917,french
id,cuisine
26180,mexican
id,cuisine
9726,italian
id,cuisine
47689,italian
id,cuisine
7866,mexican
id,cuisine
41625,mexican
id,cuisine
35160,mexican
id,cuisine
4430,italian
id,cuisine
39082,irish
id,cuisine
46186,indian
id,cuisine
11988,indian
id,cuisine
24177,vietnamese
id,cuisine
31849,italian
id,cuisine
41194,mexican
id,cuisine
36968,mexican
id,cuisine
42330,chinese
id,cuisine
36791,thai
id,cuisine
19704,italian
id,cuisine
4933,indian
id,cuisine
4255,mexican
id,cuisine
37105,italian
id,cuisine
35848,mexican
id,cuisine
17416,mexican
id,cuisine
39066,italian
id,cuisine
36270,cajun_creole
id,cuisine
24406,italian
id,cuisine
20517,italian
id,cuisine
27630,mexican
id,cuisine
19670,french
id,cuisine
4685,italian
id,cuisine
45260,italian
id,cuisine
378,japanese
id,cuisine
40841,southern_us
id,cuisine
27632,japanese
id,cuisine
12193,mexican
id,cuisine
38047,mexican
id,cuisine
10170,italian
id,cuisine
25043,japanese
id,cuisine
23851,italian
id,cuisine
14743,italian
id,cuisine
13294,french
id,cuisine
26466,chinese
id,cuisine
32002,italian
id,cuisine
37526,southern_us
id,cuisine
8888,italian
id,cuisine
38945,southern_us
id,cuisine
38546,french
id,cuisine
38869,southern_us
id,cuisine
10556,mexican
id,cuisine
3296,italian
id,cuisine
25977,mexican
id,cuisine
32025,mexican
id,cuisine
44087,italian
id,cuisine
32762,italian
id,cuisine
824,southern_us
id,cuisine
44636,italian
id,cuisine
542,chinese
id,cuisine
38218,french
id,cuisine
41930,mexican
id,cuisine
1987,italian
id,cuisine
37378,southern_us
id,cuisine
8873,italian
id,cuisine
1513,korean
id,cuisine
44013,mexican
id,cuisine
38042,indian
id,cuisine
11576,mexican
id,cuisine
24510,italian
id,cuisine
823,italian
id,cuisine
23443,chinese
id,cuisine
34870,indian
id,cuisine
3846,southern_us
id,cuisine
14993,french
id,cuisine
16854,mexican
id,cuisine
5886,mexican
id,cuisine
33793,italian
id,cuisine
2999,southern_us
id,cuisine
20843,mexican
id,cuisine
29153,chinese
id,cuisine
33790,italian
id,cuisine
16516,mexican
id,cuisine
37887,french
id,cuisine
18466,indian
id,cuisine
48033,italian
id,cuisine
45404,italian
id,cuisine
4175,mexican
id,cuisine
31986,italian
id,cuisine
38555,indian
id,cuisine
26832,chinese
id,cuisine
19810,mexican
id,cuisine
49086,italian
id,cuisine
39579,italian
id,cuisine
25551,southern_us
id,cuisine
42549,indian
id,cuisine
22052,mexican
id,cuisine
45632,italian
id,cuisine
4143,mexican
id,cuisine
11310,italian
id,cuisine
32839,japanese
id,cuisine
48171,korean
id,cuisine
22896,italian
id,cuisine
10878,chinese
id,cuisine
31643,mexican
id,cuisine
47624,indian
id,cuisine
35141,southern_us
id,cuisine
13498,chinese
id,cuisine
24566,italian
id,cuisine
16533,french
id,cuisine
15437,mexican
id,cuisine
19426,greek
id,cuisine
32416,mexican
id,cuisine
2427,italian
id,cuisine
9178,southern_us
id,cuisine
40606,italian
id,cuisine
28450,japanese
id,cuisine
7946,italian
id,cuisine
21756,greek
id,cuisine
17843,southern_us
id,cuisine
44066,southern_us
id,cuisine
7427,chinese
id,cuisine
11297,russian
id,cuisine
42965,italian
id,cuisine
23067,french
id,cuisine
35066,thai
id,cuisine
27938,italian
id,cuisine
39075,greek
id,cuisine
20200,southern_us
id,cuisine
19823,french
id,cuisine
12336,chinese
id,cuisine
34714,italian
id,cuisine
45388,italian
id,cuisine
25639,greek
id,cuisine
33985,italian
id,cuisine
25524,thai
id,cuisine
19641,chinese
id,cuisine
11106,chinese
id,cuisine
22165,italian
id,cuisine
35412,italian
id,cuisine
23475,japanese
id,cuisine
1570,mexican
id,cuisine
12815,french
id,cuisine
37253,indian
id,cuisine
16900,italian
id,cuisine
7701,british
id,cuisine
49391,mexican
id,cuisine
1132,italian
id,cuisine
13051,mexican
id,cuisine
2284,chinese
id,cuisine
21410,french
id,cuisine
25604,italian
id,cuisine
45746,thai
id,cuisine
35911,southern_us
id,cuisine
26608,japanese
id,cuisine
16991,indian
id,cuisine
40657,mexican
id,cuisine
47960,italian
id,cuisine
38408,southern_us
id,cuisine
1295,indian
id,cuisine
40139,russian
id,cuisine
38538,southern_us
id,cuisine
26420,italian
id,cuisine
10326,thai
id,cuisine
5181,mexican
id,cuisine
18210,indian
id,cuisine
3241,southern_us
id,cuisine
27062,italian
id,cuisine
41527,thai
id,cuisine
45484,mexican
id,cuisine
38755,japanese
id,cuisine
47246,italian
id,cuisine
164,italian
id,cuisine
723,indian
id,cuisine
299,southern_us
id,cuisine
1519,mexican
id,cuisine
34077,japanese
id,cuisine
45254,indian
id,cuisine
34760,italian
id,cuisine
11154,mexican
id,cuisine
26274,italian
id,cuisine
15081,italian
id,cuisine
45100,mexican
id,cuisine
1417,italian
id,cuisine
32083,italian
id,cuisine
29971,italian
id,cuisine
17679,cajun_creole
id,cuisine
36539,indian
id,cuisine
34975,mexican
id,cuisine
4633,mexican
id,cuisine
10321,mexican
id,cuisine
35565,italian
id,cuisine
26919,chinese
id,cuisine
9549,italian
id,cuisine
31863,southern_us
id,cuisine
22053,indian
id,cuisine
19443,italian
id,cuisine
18540,italian
id,cuisine
23354,italian
id,cuisine
13859,southern_us
id,cuisine
23904,mexican
id,cuisine
6675,italian
id,cuisine
18595,southern_us
id,cuisine
12967,chinese
id,cuisine
17283,southern_us
id,cuisine
23211,mexican
id,cuisine
14358,mexican
id,cuisine
31398,indian
id,cuisine
42650,italian
id,cuisine
25258,mexican
id,cuisine
18457,mexican
id,cuisine
11810,mexican
id,cuisine
9499,cajun_creole
id,cuisine
11943,indian
id,cuisine
6810,mexican
id,cuisine
34323,southern_us
id,cuisine
23296,chinese
id,cuisine
45927,italian
id,cuisine
45196,french
id,cuisine
19917,japanese
id,cuisine
20210,italian
id,cuisine
41629,chinese
id,cuisine
39907,italian
id,cuisine
4956,mexican
id,cuisine
37058,southern_us
id,cuisine
20859,chinese
id,cuisine
3315,italian
id,cuisine
4401,italian
id,cuisine
21361,italian
id,cuisine
44164,italian
id,cuisine
26391,italian
id,cuisine
47771,italian
id,cuisine
44140,italian
id,cuisine
43739,indian
id,cuisine
12481,italian
id,cuisine
12292,thai
id,cuisine
15965,indian
id,cuisine
23409,indian
id,cuisine
39005,chinese
id,cuisine
2774,indian
id,cuisine
14529,japanese
id,cuisine
16926,mexican
id,cuisine
26890,brazilian
id,cuisine
9663,chinese
id,cuisine
43052,mexican
id,cuisine
24193,southern_us
id,cuisine
5476,italian
id,cuisine
10048,italian
id,cuisine
1981,mexican
id,cuisine
12194,chinese
id,cuisine
22202,southern_us
id,cuisine
7626,italian
id,cuisine
37365,mexican
