14190,indian,salt
14190,indian,ground cumin
24460,moroccan,mint
24460,moroccan,olive oil
24460,moroccan,fresh parsley
24460,moroccan,chicken broth
24460,moroccan,mixed spice
24460,moroccan,bell pepper
24460,moroccan,bread crumbs
24460,moroccan,zucchini
24460,moroccan,ground lamb
24460,moroccan,eggs
24460,moroccan,kosher salt
24460,moroccan,fregola
26724,french,sugar
26724,french,large eggs
26724,french,unsalted butter
26724,french,vanilla extract
26724,french,hazelnuts
26724,french,frozen pastry puff sheets
26724,french,semisweet chocolate
26724,french,all-purpose flour
35708,southern_us,sugar
35708,southern_us,flour
35708,southern_us,batter
35708,southern_us,apples
35708,southern_us,rolled oats
35708,southern_us,chips
35708,southern_us,unsalted butter
38349,indian,red chili powder
38349,indian,lemon wedge
38349,indian,cayenne pepper
38349,indian,cumin
38349,indian,fresh cilantro
38349,indian,garlic
38349,indian,smoked paprika
38349,indian,tomato paste
38349,indian,fresh ginger
38349,indian,salt
38349,indian,chicken thighs
38349,indian,plain yogurt
38349,indian,vegetable oil
38349,indian,lemon juice
16174,southern_us,butter
16174,southern_us,pot roast
16174,southern_us,pepperoncini
16174,southern_us,au jus mix
16174,southern_us,ranch dressing
12400,italian,dried porcini mushrooms
12400,italian,unsalted butter
12400,italian,garlic cloves
12400,italian,cremini mushrooms
12400,italian,reduced sodium chicken broth
12400,italian,dry white wine
12400,italian,flat leaf parsley
12400,italian,arborio rice
12400,italian,black pepper
12400,italian,parmigiano reggiano cheese
12400,italian,hot water
12400,italian,soy sauce
12400,italian,olive oil
12400,italian,salt
12400,italian,onions
12941,french,sage leaves
12941,french,boneless chuck roast
12941,french,extra-virgin olive oil
12941,french,sage
12941,french,rosemary sprigs
12941,french,bay leaves
12941,french,thyme sprigs
12941,french,warm water
12941,french,sea salt
12941,french,onions
12941,french,dried plum
12941,french,ground black pepper
12941,french,baby carrots
8719,italian,lacinato kale
8719,italian,reduced sodium chicken stock
8719,italian,olive oil
8719,italian,chopped garlic
8719,italian,dry white wine
8719,italian,kosher salt
8719,italian,fresh lemon juice
12662,spanish,clove
12662,spanish,red wine
12662,spanish,club soda
12662,spanish,honey
12662,spanish,apples
12662,spanish,peeled fresh ginger
12662,spanish,cinnamon sticks
12662,spanish,apple schnapps
12662,spanish,navel oranges
37565,southern_us,eggs
37565,southern_us,ground nutmeg
37565,southern_us,ground allspice
37565,southern_us,sorghum molasses
37565,southern_us,salt
37565,southern_us,ground cloves
37565,southern_us,apples
37565,southern_us,white sugar
37565,southern_us,ground cinnamon
37565,southern_us,baking soda
37565,southern_us,all-purpose flour
11826,mexican,pico de gallo
11826,mexican,Mexican cheese blend
11826,mexican,lime wedges
11826,mexican,black beans
11826,mexican,crema mexican
11826,mexican,corn tortillas
11826,mexican,avocado
11826,mexican,olive oil
11826,mexican,cooking spray
11826,mexican,black pepper
11826,mexican,large eggs
11826,mexican,cilantro leaves
12220,filipino,soy sauce
12220,filipino,garlic cloves
12220,filipino,melted butter
12220,filipino,green onions
12220,filipino,fresh ginger
12220,filipino,onions
12220,filipino,brown sugar
12220,filipino,chicken breasts
27522,russian,ground black pepper
27522,russian,purple onion
27522,russian,fresh lemon juice
27522,russian,beef
27522,russian,salt
27522,russian,bamboo shoots
27522,russian,bell pepper
27522,russian,dill
27522,russian,mild olive oil
27522,russian,bay leaves
27522,russian,garlic cloves
1680,chinese,shiitake
1680,chinese,tamari soy sauce
1680,chinese,chinese five-spice powder
1680,chinese,frozen peas
1680,chinese,chicken broth
1680,chinese,vegetable oil
1680,chinese,freshly ground pepper
1680,chinese,pork loin chops
1680,chinese,large eggs
1680,chinese,salt
1680,chinese,carrots
1680,chinese,long grain white rice
1680,chinese,fresh ginger
1680,chinese,garlic
1680,chinese,scallions
1680,chinese,red bell pepper
36280,spanish,sea salt flakes
36280,spanish,almonds
36280,spanish,olive oil
36280,spanish,smoked paprika
41330,moroccan,tumeric
41330,moroccan,potatoes
41330,moroccan,vegetable stock
41330,moroccan,garlic
41330,moroccan,carrots
41330,moroccan,celery
41330,moroccan,turnips
41330,moroccan,pepper
41330,moroccan,harissa
41330,moroccan,diced tomatoes
41330,moroccan,cumin seed
41330,moroccan,ginger root
41330,moroccan,cumin
41330,moroccan,dried fruit
41330,moroccan,sweet potatoes
41330,moroccan,cinnamon
41330,moroccan,salt
41330,moroccan,cinnamon sticks
41330,moroccan,chopped cilantro
41330,moroccan,mint
41330,moroccan,sun-dried tomatoes
41330,moroccan,shallots
41330,moroccan,paprika
41330,moroccan,oil
41330,moroccan,chopped parsley
41330,moroccan,saffron
25220,indian,chile powder
25220,indian,cream
25220,indian,garam masala
25220,indian,cilantro
25220,indian,cayenne pepper
25220,indian,almond milk
25220,indian,boneless chicken skinless thigh
25220,indian,honey
25220,indian,paprika
25220,indian,yellow onion
25220,indian,lemon juice
25220,indian,cumin
25220,indian,tomatoes
25220,indian,minced ginger
25220,indian,cinnamon
25220,indian,salt
25220,indian,ground cardamom
25220,indian,ground turmeric
25220,indian,virgin olive oil
25220,indian,pepper
25220,indian,yoghurt
25220,indian,ginger
25220,indian,garlic cloves
25220,indian,coriander
1731,filipino,black peppercorns
1731,filipino,garlic
1731,filipino,bay leaves
1731,filipino,soy sauce
1731,filipino,bone in chicken thighs
1731,filipino,cane vinegar
47193,southern_us,butter
47193,southern_us,heavy whipping cream
47193,southern_us,light brown sugar
47193,southern_us,salt
47193,southern_us,buttermilk
47193,southern_us,self rising flour
47193,southern_us,butter flavor vegetable shortening
47402,british,brandy
47402,british,large eggs
47402,british,sea salt
47402,british,light brown sugar
47402,british,baking soda
47402,british,whipped cream
47402,british,all-purpose flour
47402,british,pitted date
47402,british,baking powder
47402,british,vanilla extract
47402,british,sugar
47402,british,unsalted butter
47402,british,heavy cream
19633,mexican,pepper
19633,mexican,flour tortillas
19633,mexican,salt
19633,mexican,lime juice
19633,mexican,lime wedges
19633,mexican,chopped cilantro fresh
19633,mexican,minced garlic
19633,mexican,green onions
19633,mexican,shrimp
19633,mexican,jack cheese
19633,mexican,olive oil
19633,mexican,tomato salsa
20768,mexican,tomatoes
20768,mexican,jack cheese
20768,mexican,flour tortillas
20768,mexican,shredded lettuce
20768,mexican,sauce
20768,mexican,sour cream
20768,mexican,ground cumin
20768,mexican,chile powder
20768,mexican,green chile
20768,mexican,refried beans
20768,mexican,chili powder
20768,mexican,salt
20768,mexican,rotisserie chicken
20768,mexican,chopped cilantro fresh
20768,mexican,ground cinnamon
20768,mexican,kosher salt
20768,mexican,jalapeno chilies
20768,mexican,garlic
20768,mexican,rice
20768,mexican,onions
20768,mexican,chicken broth
20768,mexican,sugar
20768,mexican,unsalted butter
20768,mexican,vegetable oil
20768,mexican,yellow onion
20768,mexican,garlic cloves
20768,mexican,cumin
9509,southern_us,ground black pepper
9509,southern_us,chicken breasts
9509,southern_us,saltines
9509,southern_us,ground red pepper
9509,southern_us,all-purpose flour
9509,southern_us,large eggs
9509,southern_us,salt
9509,southern_us,milk
9509,southern_us,baking powder
9509,southern_us,peanut oil
15466,italian,parmesan cheese
15466,italian,salt
15466,italian,cherry tomatoes
15466,italian,linguine
15466,italian,fresh parsley
15466,italian,fresh basil
15466,italian,red wine vinegar
15466,italian,garlic cloves
15466,italian,olive oil
15466,italian,crushed red pepper
15466,italian,fresh basil leaves
3832,french,olive oil
3832,french,purple onion
3832,french,fresh parsley
3832,french,french bread
3832,french,sherry wine
3832,french,fresh thyme
3832,french,salt
3832,french,pepper
3832,french,gruyere cheese
3832,french,low sodium beef broth
27921,mexican,fresh tomatoes
27921,mexican,chili powder
27921,mexican,cilantro
27921,mexican,rice
27921,mexican,ground beef
27921,mexican,Mexican cheese blend
27921,mexican,diced tomatoes
27921,mexican,salt
27921,mexican,pinto beans
27921,mexican,cumin
27921,mexican,chicken broth
27921,mexican,flour tortillas
27921,mexican,paprika
27921,mexican,frozen corn
27921,mexican,sour cream
27921,mexican,salsa verde
27921,mexican,butter
27921,mexican,garlic
27921,mexican,enchilada sauce
27921,mexican,onions
38964,indian,water
38964,indian,salt
38964,indian,coconut oil
38964,indian,ginger
38964,indian,dried red chile peppers
38964,indian,curry leaves
38964,indian,shallots
38964,indian,mustard seeds
38964,indian,grated coconut
38964,indian,urad dal
9948,italian,grated parmesan cheese
9948,italian,dried parsley
9948,italian,pepper
9948,italian,salt
9948,italian,olive oil
9948,italian,tilapia
9948,italian,paprika
291,italian,grated romano cheese
291,italian,boneless skinless chicken breast halves
291,italian,fresh leav spinach
291,italian,garlic
291,italian,olive oil
291,italian,penne pasta
291,italian,pesto
291,italian,alfredo sauce mix
21461,indian,salt
21461,indian,prawns
21461,indian,onions
21461,indian,coconut
21461,indian,ground cayenne pepper
21461,indian,vegetable oil
21461,indian,ground turmeric
3713,french,flour
3713,french,sugar
3713,french,butter
3713,french,egg whites
3713,french,baking chocolate
3713,french,egg yolks
39225,chinese,cold water
39225,chinese,vodka
39225,chinese,lemon peel
39225,chinese,florets
39225,chinese,scallions
39225,chinese,toasted sesame seeds
39225,chinese,sugar
39225,chinese,fresh ginger
39225,chinese,baking powder
39225,chinese,all-purpose flour
39225,chinese,corn starch
39225,chinese,wine
39225,chinese,kosher salt
39225,chinese,extra firm tofu
39225,chinese,garlic
39225,chinese,lemon juice
39225,chinese,store bought low sodium vegetable stock
39225,chinese,soy sauce
39225,chinese,black bean sauce
39225,chinese,vegetable oil
39225,chinese,broccoli
39225,chinese,toasted sesame oil
42129,indian,daikon
42129,indian,cumin
42129,indian,chaat masala
42129,indian,lime juice
47269,italian,salt
47269,italian,red bell pepper
47269,italian,olive oil
47269,italian,garlic cloves
47269,italian,orecchiette
47269,italian,pitted kalamata olives
47269,italian,Italian turkey sausage
47269,italian,dried oregano
47269,italian,ground black pepper
47269,italian,feta cheese crumbles
891,spanish,dry red wine
891,spanish,ice
891,spanish,orange
891,spanish,Grand Marnier
891,spanish,club soda
891,spanish,peaches
891,spanish,orange juice
891,spanish,sugar
891,spanish,lemon slices
891,spanish,green apples
29003,russian,pepper
29003,russian,salt
29003,russian,eggs
29003,russian,russet potatoes
29003,russian,canned peas and carrots
29003,russian,dill pickles
29003,russian,white onion
29003,russian,low-fat mayonnaise
49709,mexican,shallots
49709,mexican,salt
49709,mexican,red
49709,mexican,basil
49709,mexican,tomato ketchup
49709,mexican,pepper
49709,mexican,vine tomatoes
13969,spanish,balsamic vinegar
13969,spanish,foccacia
13969,spanish,red bell pepper
13969,spanish,capers
13969,spanish,extra-virgin olive oil
13969,spanish,mango chutney
13969,spanish,chopped fresh mint
39479,italian,grape tomatoes
39479,italian,bow-tie pasta
39479,italian,chicken breast strips
39479,italian,garlic powder
39479,italian,fresh basil leaves
39479,italian,fat-free reduced-sodium chicken broth
39479,italian,Philadelphia Cream Cheese
48941,japanese,eggs
48941,japanese,vanilla extract
48941,japanese,milk
48941,japanese,lemon juice
48941,japanese,caster sugar
48941,japanese,cream cheese
48941,japanese,cornflour
33999,indian,tumeric
33999,indian,cardamom pods
33999,indian,onions
33999,indian,black peppercorns
33999,indian,cinnamon
33999,indian,dal
33999,indian,clove
33999,indian,plain yogurt
33999,indian,cumin seed
33999,indian,basmati rice
33999,indian,green chile
33999,indian,salt
33999,indian,ghee
4422,vietnamese,fish sauce
4422,vietnamese,peeled fresh ginger
4422,vietnamese,fat free less sodium beef broth
4422,vietnamese,cardamom pods
4422,vietnamese,fresh basil leaves
4422,vietnamese,rice stick noodles
4422,vietnamese,baby bok choy
4422,vietnamese,sirloin steak
4422,vietnamese,thai chile
4422,vietnamese,beansprouts
4422,vietnamese,brown sugar
4422,vietnamese,lime wedges
4422,vietnamese,star anise
4422,vietnamese,garlic cloves
4422,vietnamese,snow peas
4422,vietnamese,clove
4422,vietnamese,water
4422,vietnamese,less sodium soy sauce
4422,vietnamese,yellow onion
4422,vietnamese,fresh mint
48455,cajun_creole,dried thyme
48455,cajun_creole,butter
48455,cajun_creole,okra
48455,cajun_creole,chicken broth
48455,cajun_creole,bay leaves
48455,cajun_creole,salt
48455,cajun_creole,onions
48455,cajun_creole,black pepper
48455,cajun_creole,green onions
48455,cajun_creole,green pepper
48455,cajun_creole,chicken
48455,cajun_creole,cayenne
48455,cajun_creole,diced tomatoes
48455,cajun_creole,celery
46199,vietnamese,clove
46199,vietnamese,white onion
46199,vietnamese,fresh ginger
46199,vietnamese,hoisin sauce
46199,vietnamese,eye of round steak
46199,vietnamese,dried rice noodles
46199,vietnamese,beansprouts
46199,vietnamese,fish sauce
46199,vietnamese,lime
46199,vietnamese,Sriracha
46199,vietnamese,beef base
46199,vietnamese,purple onion
46199,vietnamese,cinnamon sticks
46199,vietnamese,mint
46199,vietnamese,water
46199,vietnamese,yellow rock sugar
46199,vietnamese,oxtails
46199,vietnamese,star anise
46199,vietnamese,Italian basil
46199,vietnamese,fennel seeds
46199,vietnamese,kosher salt
46199,vietnamese,coriander seeds
46199,vietnamese,jalapeno chilies
46199,vietnamese,cilantro
46199,vietnamese,cardamom pods
46199,vietnamese,bird chile
41798,italian,olive oil
41798,italian,purple onion
41798,italian,sliced mushrooms
41798,italian,chicken stock
41798,italian,ground black pepper
41798,italian,salt
41798,italian,low-fat mozzarella cheese
41798,italian,baby spinach leaves
41798,italian,grated parmesan cheese
41798,italian,penne pasta
41798,italian,minced garlic
41798,italian,red pepper flakes
41798,italian,Italian turkey sausage
2211,japanese,miso
2211,japanese,mirin
2211,japanese,soy sauce
2211,japanese,blade steak
2211,japanese,sesame oil
7425,filipino,sugar
7425,filipino,baking powder
7425,filipino,long-grain rice
7425,filipino,water
7425,filipino,banana leaves
7425,filipino,grated coconut
7425,filipino,butter
7425,filipino,eggs
7425,filipino,evaporated milk
7425,filipino,salt
9496,mexican,black pepper
9496,mexican,bell pepper
9496,mexican,garlic
9496,mexican,onions
9496,mexican,olive oil
9496,mexican,red pepper flakes
9496,mexican,cilantro leaves
9496,mexican,cumin
9496,mexican,black beans
9496,mexican,chili powder
9496,mexican,salt
9496,mexican,oregano
9496,mexican,cooked brown rice
9496,mexican,roma tomatoes
9496,mexican,paprika
9496,mexican,frozen corn
17758,italian,fresh parmesan cheese
17758,italian,cooking spray
17758,italian,salt
17758,italian,cooked chicken breasts
17758,italian,white bread
17758,italian,unsalted butter
17758,italian,dry sherry
17758,italian,cream cheese
17758,italian,ground black pepper
17758,italian,mushrooms
17758,italian,all-purpose flour
17758,italian,fat free less sodium chicken broth
17758,italian,finely chopped onion
17758,italian,chopped celery
17758,italian,cooked vermicelli
41022,filipino,cooking oil
41022,filipino,green beans
41022,filipino,chili
41022,filipino,ground pork
41022,filipino,onions
41022,filipino,shrimp paste
41022,filipino,coconut milk
41022,filipino,ground black pepper
41022,filipino,garlic
24705,thai,soy sauce
24705,thai,flank steak
24705,thai,fresh orange juice
24705,thai,purple onion
24705,thai,vermicelli noodles
24705,thai,fish sauce
24705,thai,mint leaves
24705,thai,cilantro
24705,thai,garlic
24705,thai,fresh lime juice
24705,thai,honey
24705,thai,diced tomatoes
24705,thai,ginger
24705,thai,dark sesame oil
24705,thai,serrano chile
24705,thai,low sodium soy sauce
24705,thai,enokitake
24705,thai,mint sprigs
24705,thai,cilantro sprigs
24705,thai,grapefruit
39017,indian,chili powder
39017,indian,tomato purée
39017,indian,cumin seed
39017,indian,salt
39017,indian,ketchup
39017,indian,onions
766,filipino,ground black pepper
766,filipino,sweet and sour sauce
766,filipino,mung bean sprouts
766,filipino,spring roll wrappers
766,filipino,ground pork
766,filipino,garlic
766,filipino,frozen peas
766,filipino,water
766,filipino,grated carrot
766,filipino,sauce
766,filipino,cooking oil
766,filipino,dipping sauces
766,filipino,onions
33592,korean,coarse sea salt
33592,korean,rice vinegar
33592,korean,sesame seeds
33592,korean,ginger
33592,korean,Thai fish sauce
33592,korean,caster sugar
33592,korean,red pepper
33592,korean,chinese cabbage
33592,korean,spring onions
33592,korean,garlic
33592,korean,cabbage
36473,italian,whole wheat spaghettini
36473,italian,lemon
36473,italian,harissa paste
36473,italian,garlic
36473,italian,kale
36473,italian,extra-virgin olive oil
36473,italian,pinenuts
36473,italian,oil-cured black olives
36473,italian,fine sea salt
33966,southern_us,honey
33966,southern_us,salt
33966,southern_us,chop fine pecan
33966,southern_us,grated lemon zest
33966,southern_us,milk
33966,southern_us,butter
33966,southern_us,large eggs
33966,southern_us,all-purpose flour
44910,indian,clove
44910,indian,large eggs
44910,indian,yellow split peas
44910,indian,onions
44910,indian,fresh cilantro
44910,indian,garlic
44910,indian,cinnamon sticks
44910,indian,green cardamom pods
44910,indian,fresh ginger
44910,indian,salt
44910,indian,ground beef
44910,indian,red chili peppers
44910,indian,vegetable oil
44910,indian,black cardamom pods
8957,southern_us,spinach
8957,southern_us,large egg whites
8957,southern_us,low salt chicken broth
8957,southern_us,reduced fat sharp cheddar cheese
8957,southern_us,pepper
8957,southern_us,quickcooking grits
8957,southern_us,country ham
8957,southern_us,garlic powder
8957,southern_us,skim milk
8957,southern_us,cooking spray
41016,chinese,water
41016,chinese,broccoli florets
41016,chinese,oyster sauce
41016,chinese,chinese rice wine
41016,chinese,beef
41016,chinese,garlic
41016,chinese,red bell pepper
41016,chinese,brown sugar
41016,chinese,fresh ginger
41016,chinese,crushed red pepper flakes
41016,chinese,corn starch
41016,chinese,soy sauce
41016,chinese,water chestnuts
41016,chinese,rice vinegar
41016,chinese,onions
15533,jamaican,pepper sauce
15533,jamaican,molasses
15533,jamaican,garlic powder
15533,jamaican,pickapeppa sauce
15533,jamaican,tomato sauce
15533,jamaican,cider vinegar
15533,jamaican,salt
15533,jamaican,ground ginger
15533,jamaican,soy sauce
15533,jamaican,dried thyme
15533,jamaican,ground allspice
15533,jamaican,liquid smoke
15533,jamaican,brown sugar
15533,jamaican,black pepper
15533,jamaican,onion powder
35134,southern_us,ground cinnamon
35134,southern_us,cream cheese frosting
35134,southern_us,large eggs
35134,southern_us,crushed pineapples in juice
35134,southern_us,vegetable oil cooking spray
35134,southern_us,ground nutmeg
35134,southern_us,vanilla extract
35134,southern_us,thyme sprigs
35134,southern_us,soft-wheat flour
35134,southern_us,baking soda
35134,southern_us,vegetable oil
35134,southern_us,chopped pecans
35134,southern_us,sugar
35134,southern_us,bananas
35134,southern_us,salt
27057,chinese,all-purpose flour
27057,chinese,water
27057,chinese,dumplings
49281,mexican,water
49281,mexican,fresh oregano
49281,mexican,large garlic cloves
49281,mexican,dried oregano
49281,mexican,smoked bacon
49281,mexican,onions
49281,mexican,posole
49281,mexican,salt
48029,greek,tomatoes
48029,greek,unsalted butter
48029,greek,all-purpose flour
48029,greek,kasseri
48029,greek,eggplant
48029,greek,salt
48029,greek,kosher salt
48029,greek,whole milk
48029,greek,fresh lemon juice
48029,greek,water
48029,greek,lamb shoulder
28478,mexican,avocado
28478,mexican,green onions
28478,mexican,lime juice
28478,mexican,tomatoes
28478,mexican,chopped cilantro fresh
28478,mexican,knorr garlic minicub
3819,southern_us,ground cinnamon
3819,southern_us,white sugar
3819,southern_us,granny smith apples
3819,southern_us,brown sugar
3819,southern_us,pie crust
3819,southern_us,butter
20011,french,sugar
20011,french,cold water
20011,french,armagnac
20011,french,prunes
20011,french,fresh orange juice
9708,italian,unsalted butter
9708,italian,anchovy paste
9708,italian,turkey breast cutlets
9708,italian,chives
9708,italian,dry white wine
9708,italian,all-purpose flour
9708,italian,olive oil
9708,italian,shallots
36602,japanese,rice vinegar
36602,japanese,short-grain rice
36602,japanese,sugar
36602,japanese,salt
41419,italian,dry white wine
41419,italian,linguine
41419,italian,oregano
41419,italian,peeled tomatoes
41419,italian,extra-virgin olive oil
41419,italian,flat leaf parsley
41419,italian,Robert Mondavi Fume Blanc
41419,italian,garlic
41419,italian,littleneck clams
41419,italian,coarse kosher salt
4778,vietnamese,water
4778,vietnamese,basil
4778,vietnamese,fresh herbs
4778,vietnamese,beansprouts
4778,vietnamese,tumeric
4778,vietnamese,lettuce leaves
4778,vietnamese,salt
4778,vietnamese,rice flour
4778,vietnamese,mint
4778,vietnamese,shiitake
4778,vietnamese,garlic
4778,vietnamese,nuoc cham
4778,vietnamese,coconut milk
4778,vietnamese,sugar
4778,vietnamese,green onions
4778,vietnamese,oil
4778,vietnamese,shrimp
5963,mexican,chipotle chile
5963,mexican,salt
5963,mexican,lime juice
5963,mexican,adobo sauce
5963,mexican,pepper
5963,mexican,shrimp
5963,mexican,garlic
5963,mexican,cumin
19578,italian,ground black pepper
19578,italian,fresh parsley
19578,italian,bread crumbs
19578,italian,garlic
19578,italian,grated parmesan cheese
19578,italian,spaghetti
19578,italian,olive oil
19578,italian,anchovy fillets
22626,italian,tomatoes
22626,italian,freshly ground pepper
22626,italian,chicken
22626,italian,manicotti shells
22626,italian,onions
22626,italian,fresh basil
22626,italian,shredded mozzarella cheese
22626,italian,spinach
22626,italian,garlic salt
44642,southern_us,yellow corn meal
44642,southern_us,baking soda
44642,southern_us,buttermilk
44642,southern_us,bacon fat
44642,southern_us,kosher salt
44642,southern_us,baking powder
44642,southern_us,cracked black pepper
44642,southern_us,cayenne pepper
44642,southern_us,eggs
44642,southern_us,sambal chile paste
44642,southern_us,paprika
44642,southern_us,all-purpose flour
44642,southern_us,honey
44642,southern_us,vegetable oil
44642,southern_us,garlic
44642,southern_us,onions
44502,mexican,kosher salt
44502,mexican,cracked black pepper
44502,mexican,dried oregano
44502,mexican,olive oil
44502,mexican,cayenne pepper
44502,mexican,cumin
44502,mexican,brown sugar
44502,mexican,chili powder
44502,mexican,pork roast
44502,mexican,granulated garlic
44502,mexican,onion powder
44502,mexican,smoked paprika
38435,italian,black pepper
38435,italian,red wine
38435,italian,beef broth
38435,italian,celery
38435,italian,fresh basil
38435,italian,vegetable oil
38435,italian,garlic
38435,italian,carrots
38435,italian,dried oregano
38435,italian,baby spinach leaves
38435,italian,russet potatoes
38435,italian,salt
38435,italian,rotini
38435,italian,tomato paste
38435,italian,black beans
38435,italian,diced tomatoes
38435,italian,hot Italian sausages
38435,italian,onions
16366,cajun_creole,garlic powder
16366,cajun_creole,dried oregano
16366,cajun_creole,black pepper
16366,cajun_creole,paprika
16366,cajun_creole,ground red pepper
16366,cajun_creole,white pepper
16366,cajun_creole,salt
5021,chinese,soy sauce
5021,chinese,broccoli florets
5021,chinese,onions
5021,chinese,brown sugar
5021,chinese,garlic powder
5021,chinese,corn starch
5021,chinese,water
5021,chinese,mixed vegetables
5021,chinese,ground ginger
5021,chinese,olive oil
5021,chinese,vegetable broth
47747,cajun_creole,crab
47747,cajun_creole,bay leaves
47747,cajun_creole,creole seasoning
47747,cajun_creole,crawfish
47747,cajun_creole,lemon
47747,cajun_creole,cider vinegar
47747,cajun_creole,small new potatoes
47747,cajun_creole,corn husks
47747,cajun_creole,cayenne pepper
41250,southern_us,unsalted butter
41250,southern_us,salt
41250,southern_us,sugar
41250,southern_us,baking powder
41250,southern_us,eggs
41250,southern_us,egg yolks
41250,southern_us,all-purpose flour
41250,southern_us,fresh chives
41250,southern_us,buttermilk
7863,irish,cream of tartar
7863,irish,butter
7863,irish,milk
7863,irish,all-purpose flour
7863,irish,sugar
7863,irish,salt
7863,irish,white vinegar
7863,irish,baking soda
554,italian,dough
554,italian,olive oil flavored cooking spray
554,italian,prosciutto
554,italian,grated parmesan cheese
554,italian,fresh rosemary
32661,italian,fresh basil
32661,italian,olive oil
32661,italian,balsamic vinegar
32661,italian,salt
32661,italian,onions
32661,italian,brown sugar
32661,italian,ground black pepper
32661,italian,tomatoes with juice
32661,italian,anchovy fillets
32661,italian,tomato paste
32661,italian,mozzarella cheese
32661,italian,grated parmesan cheese
32661,italian,garlic
32661,italian,red bell pepper
32661,italian,capers
32661,italian,eggplant
32661,italian,red wine vinegar
32661,italian,fresh oregano
17452,chinese,sugar
17452,chinese,Shaoxing wine
17452,chinese,baby carrots
17452,chinese,oyster sauce
17452,chinese,dark soy sauce
17452,chinese,water
17452,chinese,chili oil
17452,chinese,oil
17452,chinese,red bell pepper
17452,chinese,soy sauce
17452,chinese,sesame oil
17452,chinese,scallions
17452,chinese,corn starch
17452,chinese,green bell pepper
17452,chinese,beef
17452,chinese,garlic
17452,chinese,garlic chili sauce
6524,italian,salt and ground black pepper
6524,italian,fresh basil
6524,italian,extra-virgin olive oil
6524,italian,tomatoes
6524,italian,balsamic vinegar
6524,italian,mozzarella cheese
36288,italian,olive oil
36288,italian,sage
36288,italian,cold water
36288,italian,parmigiano reggiano cheese
36288,italian,unsalted butter
36288,italian,rosemary
36288,italian,polenta
45902,greek,fresh dill
45902,greek,"clove garlic, fine chop"
45902,greek,low-fat greek yogurt
45902,greek,cucumber
9410,italian,vanilla extract
9410,italian,strawberries
9410,italian,whole milk ricotta cheese
